epoch,train_loss,val_loss
1,3.2070097630818686,2.5984101781138667
2,2.6947621529897052,2.505941148157473
3,2.637425280888875,2.534916979295236
4,2.6018201904296876,2.4742458727624683
5,2.586379559834798,2.446023417843713
6,2.5620534750620525,2.4306948449876575
7,2.5454955902099607,2.41252573772713
8,2.530858675003052,2.39951283843429
9,2.5114165910085045,2.4198583121652955
10,2.4941335779825846,2.369368784957462
11,2.482046162287394,2.35771757585031
12,2.468109624862671,2.329243008737211
13,2.4550315589904783,2.3524164447077998
14,2.4404804197947185,2.3308028931970948
15,2.4259629351298013,2.3077491058243647
16,2.4119808006286623,2.2846210024974964
17,2.3981216526031495,2.289712161929519
18,2.386255183537801,2.2703415839760392
19,2.3727771339416504,2.28743236373972
20,2.364061289469401,2.2585478402950145
21,2.3535532665252688,2.2583708431985645
22,2.3450004812876384,2.263946678903368
23,2.338363894144694,2.259071363343133
24,2.3296158548990884,2.25814629484106
25,2.32290588315328,2.253391239378187
26,2.318519557952881,2.238794262762423
27,2.3088660621643067,2.2445641535299794
28,2.3016885261535647,2.2390354452309786
29,2.296747273763021,2.230385451405137
30,2.28990003267924,2.2361959483888416
31,2.2852401714324952,2.237756152947744
32,2.28021981493632,2.228271241541262
33,2.273575040817261,2.2245353195402355
34,2.27079838180542,2.2334688614915916
35,2.266123908996582,2.228189006999687
36,2.2598381423950196,2.2279324840616295
37,2.255017645517985,2.227633443143633
38,2.249017993291219,2.2311942400755704
39,2.247617441177368,2.2218895819452076
40,2.242146280924479,2.2266110380490622
41,2.2378149782816568,2.246158129639096
42,2.2354551334381103,2.237203617890676
43,2.228244342168172,2.2296024516776756
44,2.2251620705922446,2.2326629338441073
45,2.2215768464406334,2.240003952273616
46,2.219364617029826,2.2331310598938554
47,2.2150600446065267,2.238859571792461
48,2.2132334855397544,2.2292996799504317
49,2.2095732720692953,2.2386500151069075
50,2.2035367991129555,2.2406973662199796
51,2.1727682450612384,2.198511271565049
52,2.162209303538005,2.1994588441318936
53,2.1584219306310017,2.200273950894674
54,2.1560719594955446,2.200498938560486
55,2.1539638951619464,2.199590446772399
56,2.152197094599406,2.199836739787349
57,2.150147302945455,2.2015489670965405
58,2.149052814165751,2.200578819822382
59,2.1474486373265584,2.2022631963094077
60,2.146049119313558,2.2021784870712846
61,2.144579348564148,2.2029346536706993
62,2.14344255956014,2.203435485009794
63,2.142225554148356,2.204391519228617
64,2.141539141654968,2.203991580892492
65,2.1401477276484173,2.2040391520217613
66,2.1392302077611287,2.204350769519806
67,2.138169953982035,2.205163635589458
68,2.1368615522384644,2.205978786503827
69,2.1360079053243,2.2071299155553183
70,2.135157078107198,2.2074368640228554
71,2.1344044958750406,2.2084896763165793
72,2.1333980849583942,2.2071046476010925
73,2.1320640767415364,2.2077266993346036
74,2.1312633606592812,2.209434869112792
75,2.1308473777770995,2.2085694074630737
76,2.1295820156733196,2.2090681945836104
77,2.128724644025167,2.2103203711686312
78,2.128281635284424,2.211210208910483
79,2.12735329023997,2.210994998613993
80,2.1264693225224813,2.2115202877256603
81,2.1259946126937868,2.211226827568478
82,2.124888191541036,2.21116551204964
83,2.124193780263265,2.211836717746876
84,2.123563731511434,2.213282903035482
85,2.122399931907654,2.2136431049417564
86,2.1218723119099936,2.2123888311562716
87,2.120429728825887,2.215712821042096
88,2.1200610666275024,2.2129590621700994
89,2.119321150143941,2.214659010922467
90,2.1187526480356853,2.2153403449941567
91,2.117670276006063,2.215869786562743
92,2.1169193369547528,2.215251350844348
93,2.116960816383362,2.2161746665283486
94,2.1163136568069456,2.215246304317757
95,2.115445353825887,2.2162116523142212
96,2.114740985870361,2.2178864655671298
97,2.11382616742452,2.21770257640768
98,2.1132650858561197,2.2176028269308583
99,2.1127846949895224,2.2193403001184815
100,2.1123108507792154,2.218729074354525
101,2.108736417770386,2.215810440204762
102,2.1070080200831094,2.2162586914168463
103,2.106717648824056,2.2157938877741494
104,2.1058796933492023,2.21594226581079
105,2.1061214888890585,2.2157291019404375
106,2.1056256653467815,2.215445591343774
107,2.105291600863139,2.2160649719061674
108,2.105616503715515,2.215972582499186
109,2.1053168621063234,2.2157015557642334
110,2.105351602872213,2.216034359402127
111,2.105003696123759,2.2164158666575395
112,2.1049347438812256,2.2163311772876315
113,2.1048651682535806,2.2162685791651406
114,2.104763647397359,2.2161097901838795
115,2.1047038399378457,2.2161457935969033
116,2.104181792259216,2.2164070230943187
117,2.1044886439641317,2.2163861195246377
118,2.10430894502004,2.2163357580149614
119,2.1040112228393553,2.216319770724685
120,2.1038508653640746,2.2161291661085905
121,2.103813085238139,2.2165634632110596
122,2.104192938168844,2.216411277099892
123,2.1037116629282635,2.2165128080933183
124,2.1035562203725178,2.216636019724387
125,2.1037194681167604,2.2166285073315657
126,2.10330276966095,2.2166623870531716
127,2.1031569182078043,2.2165227642765752
128,2.102958936691284,2.2168554928567676
129,2.1032444944381714,2.216762222625591
130,2.1029483524958295,2.2173285837526673
131,2.103175295829773,2.2171187842333757
132,2.1029035755793255,2.2167249145331205
133,2.102458104133606,2.2172092375931918
134,2.1027652578353884,2.2171515513349465
135,2.1028771584828694,2.217132153334441
136,2.1027308400472005,2.2170042947486595
137,2.102457910219828,2.2175453106562295
138,2.102322196642558,2.217067321141561
139,2.102033718744914,2.217621116726487
140,2.102205738067627,2.2178904988147594
141,2.102122005780538,2.2177026558805397
142,2.101921725908915,2.2177056272824607
143,2.1014687662124634,2.2177265882492065
144,2.101673906326294,2.2180211941401162
145,2.1016778055826824,2.217405930713371
146,2.1013434047698976,2.2176224147831953
147,2.1013739267985025,2.217289485313274
148,2.1013276128768923,2.217851362846516
149,2.1012053934733075,2.217363467922917
150,2.1010173664093017,2.217795486803408
151,2.10077955754598,2.2178783173914307
152,2.100435746192932,2.217896618224956
153,2.1003529370625813,2.2179269150451377
154,2.1002954241434733,2.2178906952893294
155,2.100353786468506,2.2179693623825356
156,2.100155422846476,2.2178362254743225
157,2.100162263552348,2.217833916346232
158,2.1004200302759806,2.2178813329449407
159,2.1002867809931436,2.217931497980047
160,2.1001547079086302,2.2178568553041527
161,2.1000500078201294,2.2180606524149575
162,2.100328612645467,2.217895863232789
163,2.1002594820658365,2.217936061046742
164,2.100288120587667,2.217940942004875
165,2.100253442446391,2.217813869317373
166,2.100234896659851,2.21783173305017
167,2.1002599436442058,2.217834258521045
168,2.1000472933451335,2.2178502480189004
169,2.1000893847147624,2.217804290630199
170,2.1000409701665244,2.218036706800814
171,2.1002750794092813,2.2180279669938265
172,2.1001075528462727,2.2180613698782743
173,2.1002279237111408,2.2180804080433316
174,2.100211501121521,2.217946860525343
175,2.1000327955881755,2.217966342413867
176,2.100176906267802,2.2179750866360135
177,2.0998423318862915,2.2180433052557484
178,2.100130112330119,2.2181976437568665
179,2.1000132115681964,2.2180904503221863
180,2.0999485524495443,2.218099878893958
181,2.100097141265869,2.2180139731477806
182,2.1001226762135823,2.2180259647192777
183,2.100216567357381,2.2179534391120628
184,2.100021985689799,2.218030669071056
185,2.0997887601852416,2.2180220440581992
186,2.0999033864339194,2.2180268985253795
187,2.1002525901794433,2.2180562482939825
188,2.10027285861969,2.2180013568313033
189,2.100017756462097,2.2180720037884183
190,2.0998095445632936,2.217957712985851
191,2.1000745652516684,2.2180298059074968
192,2.0999634367624918,2.2178917438895613
193,2.099866455078125,2.2180381792562978
194,2.0997845538457236,2.217963000138601
195,2.0998082707722983,2.2180060346921286
196,2.0997657616933187,2.2180118207578308
197,2.099853219985962,2.2180581357744007
198,2.0995891237258912,2.2180627253320484
199,2.1001350695292156,2.2181618633093656
200,2.0995807565053304,2.2180986051206237
201,2.0999131460189817,2.2180772114683083
202,2.099856408437093,2.218077138618187
203,2.1001546274820964,2.2180543696438826
204,2.0997083276112876,2.2180365964218423
205,2.0995507300694785,2.218036472797394
206,2.1000270802179974,2.218039819487819
207,2.09963410059611,2.218041181564331
208,2.099865830421448,2.218036077640675
209,2.099373096148173,2.2180501178458885
210,2.0998045609792073,2.21806757317649
211,2.0993952515920005,2.218057934884672
212,2.0995776392618817,2.2180465857187905
213,2.099688896497091,2.2180560098754034
214,2.0995764385859172,2.2180574712929904
215,2.0995103454589845,2.218053005359791
216,2.099711134592692,2.2180315057436624
217,2.099562978744507,2.2180346096003496
218,2.099602397918701,2.21803288548081
219,2.099731335957845,2.2180251898588956
220,2.099914933204651,2.2180154698866383
221,2.0997603816986086,2.2180000940958657
222,2.09972465133667,2.2180105800981873
223,2.0994539006551105,2.218016948964861
224,2.0996605803171793,2.218012672883493
225,2.0996414709091185,2.218026523236875
226,2.0995494400660197,2.218024512132009
227,2.0997246735890704,2.218011717001597
228,2.0997609243392943,2.2180161763120583
229,2.0995835380554198,2.218009034792582
230,2.1000878140131634,2.2180082444791442
231,2.099648933092753,2.2180326404394926
232,2.099959884961446,2.218055076069302
233,2.0998120028177896,2.2180321790553905
234,2.0997268985112507,2.2180309494336448
235,2.0996596495310467,2.2180382278230457
236,2.099645047187805,2.2180272738138833
237,2.099779939333598,2.2180303909160473
238,2.099228338241577,2.21805265656224
239,2.0994930159250895,2.2180261545711093
240,2.099449969291687,2.2180020500112465
241,2.099655156771342,2.21800031264623
242,2.099759706815084,2.2180198121953896
